"","gene_id","sample_name","gene_depth","copy_number","sample_counts","sample_freq","gene_mean"
"35","gene_id_2","sample3",7,-0.152818272372518,33,1,-0.0640562206157504
"36","gene_id_2","sample4",10,0.0196748507236771,33,1,-0.0640562206157504
"37","gene_id_2","sample5",12,0.537082776212184,33,1,-0.0640562206157504
"38","gene_id_2","sample6",12,0.0813085398155098,33,1,-0.0640562206157504
"39","gene_id_2","sample7",8,-0.405608266145299,33,1,-0.0640562206157504
"40","gene_id_2","sample8",12,0.179651528322117,33,1,-0.0640562206157504
"41","gene_id_2","sample9",37,-0.0647169775436911,33,1,-0.0640562206157504
"42","gene_id_2","sample10",8,0.174158277379743,33,1,-0.0640562206157504
"43","gene_id_2","sample11",5,0.0897571052168228,33,1,-0.0640562206157504
"44","gene_id_2","sample12",9,0.62174100250132,33,1,-0.0640562206157504
"45","gene_id_2","sample13",6,-0.429464991837854,33,1,-0.0640562206157504
"46","gene_id_2","sample14",7,0.365441474150983,33,1,-0.0640562206157504
"47","gene_id_2","sample15",6,0.090255015417168,33,1,-0.0640562206157504
"48","gene_id_2","sample16",23,0.609219500949859,33,1,-0.0640562206157504
"49","gene_id_2","sample17",7,0.50972553245073,33,1,-0.0640562206157504
"50","gene_id_2","sample18",7,-0.384796670835401,33,1,-0.0640562206157504
"51","gene_id_2","sample19",8,-0.372026870467882,33,1,-0.0640562206157504
"52","gene_id_2","sample20",10,0.632153651792396,33,1,-0.0640562206157504
"53","gene_id_2","sample21",6,0.463395766420451,33,1,-0.0640562206157504
"54","gene_id_2","sample22",6,0.0576732797833804,33,1,-0.0640562206157504
"55","gene_id_2","sample23",6,0.406269640870321,33,1,-0.0640562206157504
"56","gene_id_2","sample24",6,0.0757980151461298,33,1,-0.0640562206157504
"57","gene_id_2","sample25",6,0.412692742837687,33,1,-0.0640562206157504
"58","gene_id_2","sample26",36,0.328931085174858,33,1,-0.0640562206157504
"59","gene_id_2","sample27",6,-2.17369664437681,33,1,-0.0640562206157504
"60","gene_id_2","sample28",75,0.0848001059770572,33,1,-0.0640562206157504
"61","gene_id_2","sample29",8,-2.86366232732486,33,1,-0.0640562206157504
"62","gene_id_2","sample30",7,0.946362362883912,33,1,-0.0640562206157504
"63","gene_id_2","sample31",6,-0.0619887893785754,33,1,-0.0640562206157504
"64","gene_id_2","sample32",5,0.301883437315112,33,1,-0.0640562206157504
"65","gene_id_2","sample33",7,-0.391440334851958,33,1,-0.0640562206157504
"66","gene_id_3","sample1",5,0.477897930864822,33,1,0.271894670865719
"67","gene_id_3","sample2",7,0.578911172206216,33,1,0.271894670865719
"68","gene_id_3","sample3",7,0.320899988627384,33,1,0.271894670865719
"69","gene_id_3","sample4",6,-0.316276040757792,33,1,0.271894670865719
"70","gene_id_3","sample5",9,0.121454670190392,33,1,0.271894670865719
"71","gene_id_3","sample6",10,0.159529239745847,33,1,0.271894670865719
"72","gene_id_3","sample7",8,-0.0890440873644057,33,1,0.271894670865719
"73","gene_id_3","sample8",17,-0.156299363159352,33,1,0.271894670865719
"74","gene_id_3","sample9",63,-0.40066786902516,33,1,0.271894670865719
"75","gene_id_3","sample10",5,0.648388879090405,33,1,0.271894670865719
"76","gene_id_3","sample11",7,0.532035994438804,33,1,0.271894670865719
"77","gene_id_3","sample12",5,0.52053026280535,33,1,0.271894670865719
"78","gene_id_3","sample13",5,-0.0883330499358798,33,1,0.271894670865719
"79","gene_id_3","sample14",7,0.493444790940427,33,1,0.271894670865719
"80","gene_id_3","sample15",11,0.300040915743224,33,1,0.271894670865719
"81","gene_id_3","sample16",20,0.160055913237024,33,1,0.271894670865719
"82","gene_id_3","sample17",7,0.532246775935475,33,1,0.271894670865719
"83","gene_id_3","sample18",7,-0.160265643444903,33,1,0.271894670865719
"84","gene_id_3","sample19",8,0.134834304891813,33,1,0.271894670865719
"85","gene_id_3","sample20",13,-0.335715582879652,33,1,0.271894670865719
"86","gene_id_3","sample21",7,-0.428135700619527,33,1,0.271894670865719
"87","gene_id_3","sample22",5,-0.278277611698089,33,1,0.271894670865719
"88","gene_id_3","sample23",7,-0.618496236359289,33,1,0.271894670865719
"89","gene_id_3","sample24",12,-0.609424066082221,33,1,0.271894670865719
"90","gene_id_3","sample25",6,-0.123444493788831,33,1,0.271894670865719
"91","gene_id_3","sample26",44,-0.499863595590925,33,1,0.271894670865719
"92","gene_id_3","sample27",10,-1.18822790364302,33,1,0.271894670865719
"93","gene_id_3","sample28",68,-0.642784454334193,33,1,0.271894670865719
"94","gene_id_3","sample29",10,-1.03515320532379,33,1,0.271894670865719
"95","gene_id_3","sample30",7,0.539630923633336,33,1,0.271894670865719
"96","gene_id_3","sample31",7,-0.397939680860044,33,1,0.271894670865719
"97","gene_id_3","sample32",7,0.0866248707561716,33,1,0.271894670865719
"98","gene_id_3","sample33",8,1.76182195176038,33,1,0.271894670865719
"99","gene_id_4","sample1",6,1.19973853514834,33,1,0.114798780530503
"100","gene_id_4","sample2",7,0.247767177262206,33,1,0.114798780530503
"101","gene_id_4","sample3",7,0.116173248136686,33,1,0.114798780530503
"102","gene_id_4","sample4",5,-0.159180150422577,33,1,0.114798780530503
"103","gene_id_4","sample5",5,-0.107654762739365,33,1,0.114798780530503
"104","gene_id_4","sample6",9,0.722580337076052,33,1,0.114798780530503
"105","gene_id_4","sample7",6,0.462573284651222,33,1,0.114798780530503
"106","gene_id_4","sample8",14,0.000796527175863579,33,1,0.114798780530503
"107","gene_id_4","sample9",19,-0.243571978689945,33,1,0.114798780530503
"108","gene_id_4","sample10",7,0.986200989168615,33,1,0.114798780530503
"109","gene_id_4","sample11",6,1.09447882840605,33,1,0.114798780530503
"110","gene_id_4","sample12",5,0.158969441692389,33,1,0.114798780530503
"111","gene_id_4","sample13",6,0.534339039584355,33,1,0.114798780530503
"112","gene_id_4","sample14",7,0.445912978038212,33,1,0.114798780530503
"113","gene_id_4","sample15",6,0.977136936017113,33,1,0.114798780530503
"114","gene_id_4","sample16",15,0.276234690654667,33,1,0.114798780530503
"115","gene_id_4","sample17",7,0.638866192610425,33,1,0.114798780530503
"116","gene_id_4","sample18",7,-2.06713553605432,33,1,0.114798780530503
"117","gene_id_4","sample19",8,0.725539201710755,33,1,0.114798780530503
"118","gene_id_4","sample20",13,-1.05391811334468,33,1,0.114798780530503
"119","gene_id_4","sample21",7,0.284540765274197,33,1,0.114798780530503
"120","gene_id_4","sample22",6,-0.121181721362873,33,1,0.114798780530503
"121","gene_id_4","sample23",5,0.227414639724067,33,1,0.114798780530503
"122","gene_id_4","sample24",7,-0.043682564935049,33,1,0.114798780530503
"123","gene_id_4","sample25",6,0.490888376958663,33,1,0.114798780530503
"124","gene_id_4","sample26",33,0.150076084028604,33,1,0.114798780530503
"125","gene_id_4","sample27",8,-1.65940446496312,33,1,0.114798780530503
"126","gene_id_4","sample28",73,-1.89803071277494,33,1,0.114798780530503
"127","gene_id_4","sample29",9,-2.49660025603212,33,1,0.114798780530503
"128","gene_id_4","sample30",5,0.462708004778781,33,1,0.114798780530503
"129","gene_id_4","sample31",6,-0.240843790524829,33,1,0.114798780530503
"130","gene_id_4","sample32",7,0.663417224818993,33,1,0.114798780530503
"131","gene_id_4","sample33",7,-0.77514845107245,33,1,0.114798780530503
"132","gene_id_5","sample1",5,0.508991483777282,33,1,-0.515527799019422
"133","gene_id_5","sample2",7,-0.951000954811074,33,1,-0.515527799019422
"134","gene_id_5","sample3",7,0.825515246632487,33,1,-0.515527799019422
"135","gene_id_5","sample4",5,0.471146429127349,33,1,-0.515527799019422
"136","gene_id_5","sample5",5,0.309049605974113,33,1,-0.515527799019422
"137","gene_id_5","sample6",8,-0.358616216166474,33,1,-0.515527799019422
"138","gene_id_5","sample7",8,1.21387941299054,33,1,-0.515527799019422
"139","gene_id_5","sample8",13,-1.07875060165686,33,1,-0.515527799019422
"140","gene_id_5","sample9",21,0.689600426754965,33,1,-0.515527799019422
"141","gene_id_5","sample10",5,0.471614573229803,33,1,-0.515527799019422
"142","gene_id_5","sample11",7,0.992050756191139,33,1,-0.515527799019422
"143","gene_id_5","sample12",5,0.380532538553948,33,1,-0.515527799019422
"144","gene_id_5","sample13",5,-0.300386064965526,33,1,-0.515527799019422
"145","gene_id_5","sample14",7,-0.825613480294079,33,1,-0.515527799019422
"146","gene_id_5","sample15",8,-0.549503689408249,33,1,-0.515527799019422
"147","gene_id_5","sample16",5,-1.4021963342949,33,1,-0.515527799019422
"148","gene_id_5","sample17",7,-0.698889358168462,33,1,-0.515527799019422
"149","gene_id_5","sample18",7,-0.70354510682916,33,1,-0.515527799019422
"150","gene_id_5","sample19",8,0.497145882036245,33,1,-0.515527799019422
"151","gene_id_5","sample20",8,0.272794702131185,33,1,-0.515527799019422
"152","gene_id_5","sample21",6,0.172378117804946,33,1,-0.515527799019422
"153","gene_id_5","sample22",6,0.652271277368708,33,1,-0.515527799019422
"154","gene_id_5","sample23",5,-0.50461347798096,33,1,-0.515527799019422
"155","gene_id_5","sample24",6,0.647777245301742,33,1,-0.515527799019422
"156","gene_id_5","sample25",6,0.601451334524004,33,1,-0.515527799019422
"157","gene_id_5","sample26",56,0.78040266357853,33,1,-0.515527799019422
"158","gene_id_5","sample27",7,-0.37989714542343,33,1,-0.515527799019422
"159","gene_id_5","sample28",76,-0.117947684200668,33,1,-0.515527799019422
"160","gene_id_5","sample29",8,-1.17459969693395,33,1,-0.515527799019422
"161","gene_id_5","sample30",5,-0.304528180599273,33,1,-0.515527799019422
"162","gene_id_5","sample31",6,-0.040511392568867,33,1,-0.515527799019422
"163","gene_id_5","sample32",7,-0.838465891150816,33,1,-0.515527799019422
"164","gene_id_5","sample33",8,0.742463579475757,33,1,-0.515527799019422
"165","gene_id_6","sample1",6,0.184126377992384,33,1,0.176495466676057
"166","gene_id_6","sample2",7,0.286274563057785,33,1,0.176495466676057
"167","gene_id_6","sample3",7,-0.194049643632285,33,1,0.176495466676057
"168","gene_id_6","sample4",6,-0.644066856216347,33,1,0.176495466676057
"169","gene_id_6","sample5",5,0.302947843261263,33,1,0.176495466676057
"170","gene_id_6","sample6",5,0.327071677950862,33,1,0.176495466676057
"171","gene_id_6","sample7",8,-1.88650537803619,33,1,0.176495466676057
"172","gene_id_6","sample8",10,0.630815318405964,33,1,0.176495466676057
"173","gene_id_6","sample9",20,-0.496674560376949,33,1,0.176495466676057
"174","gene_id_6","sample10",7,0.216473893752469,33,1,0.176495466676057
"175","gene_id_6","sample11",7,-0.0619202371995947,33,1,0.176495466676057
"176","gene_id_6","sample12",6,0.0985609870290122,33,1,0.176495466676057
"177","gene_id_6","sample13",6,-0.0327874074281007,33,1,0.176495466676057
"178","gene_id_6","sample14",7,0.0316944340294697,33,1,0.176495466676057
"179","gene_id_6","sample15",6,-0.37022221612156,33,1,0.176495466676057
"180","gene_id_6","sample16",7,0.0993126384196514,33,1,0.176495466676057
"181","gene_id_6","sample17",7,0.457112409147745,33,1,0.176495466676057
"182","gene_id_6","sample18",7,0.155853997270883,33,1,0.176495466676057
"183","gene_id_6","sample19",8,-0.932409937928762,33,1,0.176495466676057
"184","gene_id_6","sample20",7,-0.462332575453809,33,1,0.176495466676057
"185","gene_id_6","sample21",5,1.09802563882863,33,1,0.176495466676057
"186","gene_id_6","sample22",6,-1.38616781592732,33,1,0.176495466676057
"187","gene_id_6","sample23",5,0.0728692844411469,33,1,0.176495466676057
"188","gene_id_6","sample24",9,-1.03694949111281,33,1,0.176495466676057
"189","gene_id_6","sample25",6,0.25812124103681,33,1,0.176495466676057
"190","gene_id_6","sample26",56,0.370286895421995,33,1,0.176495466676057
"191","gene_id_6","sample27",6,0.848492168918281,33,1,0.176495466676057
"192","gene_id_6","sample28",66,0.622868113168806,33,1,0.176495466676057
"193","gene_id_6","sample29",9,0.8289717632872,33,1,0.176495466676057
"194","gene_id_6","sample30",7,0.471707170825782,33,1,0.176495466676057
"195","gene_id_6","sample31",7,0.5708557678974,33,1,0.176495466676057
"196","gene_id_6","sample32",7,0.371859440582237,33,1,0.176495466676057
"197","gene_id_6","sample33",7,-0.800215505292053,33,1,0.176495466676057
"198","gene_id_7","sample1",5,-0.0391709782215307,33,1,-0.587409738866606
"199","gene_id_7","sample2",7,0.365595163732795,33,1,-0.587409738866606
"200","gene_id_7","sample3",7,0.585664216328144,33,1,-0.587409738866606
"201","gene_id_7","sample4",6,0.993259439676182,33,1,-0.587409738866606
"202","gene_id_7","sample5",7,0.594553756657744,33,1,-0.587409738866606
"203","gene_id_7","sample6",7,0.279270777517146,33,1,-0.587409738866606
"204","gene_id_7","sample7",7,0.253957337948238,33,1,-0.587409738866606
"205","gene_id_7","sample8",9,-0.728493262440478,33,1,-0.587409738866606
"206","gene_id_7","sample9",17,-0.938183471872447,33,1,-0.587409738866606
"207","gene_id_7","sample10",7,0.444919659440722,33,1,-0.587409738866606
"208","gene_id_7","sample11",7,-0.039397419234147,33,1,-0.587409738866606
"209","gene_id_7","sample12",7,0.654182948726352,33,1,-0.587409738866606
"210","gene_id_7","sample13",6,-1.31984139321873,33,1,-0.587409738866606
"211","gene_id_7","sample14",7,0.498188285091813,33,1,-0.587409738866606
"212","gene_id_7","sample15",7,-1.79050253074743,33,1,-0.587409738866606
"213","gene_id_7","sample16",7,0.754123457919662,33,1,-0.587409738866606
"214","gene_id_7","sample17",7,-2.06170196701436,33,1,-0.587409738866606
"215","gene_id_7","sample18",7,0.293664689049376,33,1,-0.587409738866606
"216","gene_id_7","sample19",8,0.724496802593698,33,1,-0.587409738866606
"217","gene_id_7","sample20",8,0.279745342974261,33,1,-0.587409738866606
"218","gene_id_7","sample21",5,0.986749284671307,33,1,-0.587409738866606
"219","gene_id_7","sample22",6,0.244002107900158,33,1,-0.587409738866606
"220","gene_id_7","sample23",5,-0.432731538133775,33,1,-0.587409738866606
"221","gene_id_7","sample24",8,-0.100234610081478,33,1,-0.587409738866606
"222","gene_id_7","sample25",6,0.492586840321483,33,1,-0.587409738866606
"223","gene_id_7","sample26",51,0.852284603425714,33,1,-0.587409738866606
"224","gene_id_7","sample27",11,-0.614887802829037,33,1,-0.587409738866606
"225","gene_id_7","sample28",76,0.0123246661298957,33,1,-0.587409738866606
"226","gene_id_7","sample29",6,-1.80740029816996,33,1,-0.587409738866606
"227","gene_id_7","sample30",7,0.787705454941865,33,1,-0.587409738866606
"228","gene_id_7","sample31",6,0.461364728872281,33,1,-0.587409738866606
"229","gene_id_7","sample32",7,-0.469641308591426,33,1,-0.587409738866606
"230","gene_id_7","sample33",6,-0.216452983364038,33,1,-0.587409738866606
"231","gene_id_8","sample1",5,-1.36186518738483,32,0.97,-0.280318048862355
"232","gene_id_8","sample2",7,-0.192029124338571,32,0.97,-0.280318048862355
"233","gene_id_8","sample3",7,-0.311887565230059,32,0.97,-0.280318048862355
"234","gene_id_8","sample4",6,0.250070159254636,32,0.97,-0.280318048862355
"235","gene_id_8","sample5",8,0.573849977492156,32,0.97,-0.280318048862355
"236","gene_id_8","sample6",6,-0.0940001982489816,32,0.97,-0.280318048862355
"237","gene_id_8","sample7",5,0.406960391378713,32,0.97,-0.280318048862355
"238","gene_id_8","sample8",10,0.377096241517436,32,0.97,-0.280318048862355
"239","gene_id_8","sample9",17,0.169586468157739,32,0.97,-0.280318048862355
"240","gene_id_8","sample10",7,0.378738840239722,32,0.97,-0.280318048862355
"241","gene_id_8","sample11",7,-0.628369163172618,32,0.97,-0.280318048862355
"242","gene_id_8","sample12",7,-0.0654169550380432,32,0.97,-0.280318048862355
"243","gene_id_8","sample13",6,-0.142661546332567,32,0.97,-0.280318048862355
"244","gene_id_8","sample14",5,0.538915998894297,32,0.97,-0.280318048862355
"245","gene_id_8","sample15",7,-0.746996426738756,32,0.97,-0.280318048862355
"246","gene_id_8","sample16",7,0.362655352704604,32,0.97,-0.280318048862355
"247","gene_id_8","sample17",7,-0.538467187404808,32,0.97,-0.280318048862355
"248","gene_id_8","sample18",7,-0.396318190570677,32,0.97,-0.280318048862355
"249","gene_id_8","sample19",8,0.694905422299767,32,0.97,-0.280318048862355
"250","gene_id_8","sample20",8,-2.04509564507171,32,0.97,-0.280318048862355
"251","gene_id_8","sample21",5,0.614309353372095,32,0.97,-0.280318048862355
"252","gene_id_8","sample22",6,0.754070891017601,32,0.97,-0.280318048862355
"253","gene_id_8","sample23",6,0.392211776538506,32,0.97,-0.280318048862355
"254","gene_id_8","sample24",8,0.177919807999642,32,0.97,-0.280318048862355
"255","gene_id_8","sample25",6,0.403682176367992,32,0.97,-0.280318048862355
"256","gene_id_8","sample26",49,-0.0962156382327371,32,0.97,-0.280318048862355
"257","gene_id_8","sample27",11,0.500301412037898,32,0.97,-0.280318048862355
"258","gene_id_8","sample28",76,0.471945339362424,32,0.97,-0.280318048862355
"259","gene_id_8","sample29",6,0.101972178543171,32,0.97,-0.280318048862355
"260","gene_id_8","sample30",7,0.735436693554754,32,0.97,-0.280318048862355
"261","gene_id_8","sample31",5,0.305997491448969,32,0.97,-0.280318048862355
"262","gene_id_8","sample32",7,-1.59130314441776,32,0.97,-0.280318048862355
"263","gene_id_9","sample1",5,1.23169688182465,33,1,-0.919193912328377
"264","gene_id_9","sample2",7,-0.51597561657365,33,1,-0.919193912328377
"265","gene_id_9","sample3",7,0.640214923039677,33,1,-0.919193912328377
"266","gene_id_9","sample4",7,0.874812542436304,33,1,-0.919193912328377
"267","gene_id_9","sample5",8,0.271496083538177,33,1,-0.919193912328377
"268","gene_id_9","sample6",8,-0.897335822504966,33,1,-0.919193912328377
"269","gene_id_9","sample7",6,0.585883870694378,33,1,-0.919193912328377
"270","gene_id_9","sample8",9,-0.113453685166282,33,1,-0.919193912328377
"271","gene_id_9","sample9",19,-2.2503204830021,33,1,-0.919193912328377
"272","gene_id_9","sample10",7,-0.769774339062531,33,1,-0.919193912328377
"273","gene_id_9","sample11",7,-0.140326517641676,33,1,-0.919193912328377
"274","gene_id_9","sample12",7,-1.06787995629521,33,1,-0.919193912328377
"275","gene_id_9","sample13",6,0.166721265683617,33,1,-0.919193912328377
"276","gene_id_9","sample14",5,0.652468782720311,33,1,-0.919193912328377
"277","gene_id_9","sample15",6,-1.45871835728566,33,1,-0.919193912328377
"278","gene_id_9","sample16",7,-1.69168420702157,33,1,-0.919193912328377
"279","gene_id_9","sample17",7,-0.287923832141637,33,1,-0.919193912328377
"280","gene_id_9","sample18",7,-1.41263463263534,33,1,-0.919193912328377
"281","gene_id_9","sample19",8,0.987259020242436,33,1,-0.919193912328377
"282","gene_id_9","sample20",9,0.676460815440141,33,1,-0.919193912328377
"283","gene_id_9","sample21",7,1.00643617932752,33,1,-0.919193912328377
"284","gene_id_9","sample22",6,1.48931150561818,33,1,-0.919193912328377
"285","gene_id_9","sample23",5,0.426686154014309,33,1,-0.919193912328377
"286","gene_id_9","sample24",8,0.553267696074305,33,1,-0.919193912328377
"287","gene_id_9","sample25",6,-0.085133267195409,33,1,-0.919193912328377
"288","gene_id_9","sample26",49,1.18406877688749,33,1,-0.919193912328377
"289","gene_id_9","sample27",11,-0.796504921006713,33,1,-0.919193912328377
"290","gene_id_9","sample28",77,0.0895784593025324,33,1,-0.919193912328377
"291","gene_id_9","sample29",6,-0.480250533401024,33,1,-0.919193912328377
"292","gene_id_9","sample30",7,0.631511839876597,33,1,-0.919193912328377
"293","gene_id_9","sample31",5,-0.967559986558327,33,1,-0.919193912328377
"294","gene_id_9","sample32",7,0.969531711393761,33,1,-0.919193912328377
"295","gene_id_9","sample33",8,0.498069649377708,33,1,-0.919193912328377
"296","gene_id_10","sample1",5,0.745556117336176,33,1,-0.107802732001224
"297","gene_id_10","sample2",7,-0.154991624942777,33,1,-0.107802732001224
"298","gene_id_10","sample3",7,-0.171176257287476,33,1,-0.107802732001224
"299","gene_id_10","sample4",7,0.0634213621091512,33,1,-0.107802732001224
"300","gene_id_10","sample5",8,0.0335413634674947,33,1,-0.107802732001224
"301","gene_id_10","sample6",7,-0.201566141688144,33,1,-0.107802732001224
"302","gene_id_10","sample7",6,0.599066259541118,33,1,-0.107802732001224
"303","gene_id_10","sample8",10,0.397310636606564,33,1,-0.107802732001224
"304","gene_id_10","sample9",18,-3.50282022414694,33,1,-0.107802732001224
"305","gene_id_10","sample10",7,-0.270507431691669,33,1,-0.107802732001224
"306","gene_id_10","sample11",7,0.110637294065187,33,1,-0.107802732001224
"307","gene_id_10","sample12",7,-0.0271925284642497,33,1,-0.107802732001224
"308","gene_id_10","sample13",6,0.341195183453743,33,1,-0.107802732001224
"309","gene_id_10","sample14",5,-0.158922397606842,33,1,-0.107802732001224
"310","gene_id_10","sample15",6,-0.0912906868276741,33,1,-0.107802732001224
"311","gene_id_10","sample16",8,-0.0266416101952747,33,1,-0.107802732001224
"312","gene_id_10","sample17",7,-0.226558733864778,33,1,-0.107802732001224
"313","gene_id_10","sample18",7,-0.0553658202204143,33,1,-0.107802732001224
"314","gene_id_10","sample19",8,0.115629994859954,33,1,-0.107802732001224
"315","gene_id_10","sample20",9,-0.134930364887012,33,1,-0.107802732001224
"316","gene_id_10","sample21",7,0.0528680790653036,33,1,-0.107802732001224
"317","gene_id_10","sample22",6,0.609794855027059,33,1,-0.107802732001224
"318","gene_id_10","sample23",5,0.12961901680212,33,1,-0.107802732001224
"319","gene_id_10","sample24",8,-0.258123484252847,33,1,-0.107802732001224
"320","gene_id_10","sample25",6,0.231166859506861,33,1,-0.107802732001224
"321","gene_id_10","sample26",46,0.761274135882186,33,1,-0.107802732001224
"322","gene_id_10","sample27",11,-0.159969529356282,33,1,-0.107802732001224
"323","gene_id_10","sample28",79,0.250741362486055,33,1,-0.107802732001224
"324","gene_id_10","sample29",6,0.149578831218802,33,1,-0.107802732001224
"325","gene_id_10","sample30",7,0.562921376693624,33,1,-0.107802732001224
"326","gene_id_10","sample31",10,0.0806904944780008,33,1,-0.107802732001224
"327","gene_id_10","sample32",7,0.158140531066608,33,1,-0.107802732001224
"328","gene_id_10","sample33",10,0.0469030817663767,33,1,-0.107802732001224
"329","gene_id_11","sample1",8,0.43919682349006,33,1,0.104410945650095
"330","gene_id_11","sample2",7,-0.301291167376484,33,1,0.104410945650095
"331","gene_id_11","sample3",7,-0.383389934938795,33,1,0.104410945650095
"332","gene_id_11","sample4",6,-0.148792315542168,33,1,0.104410945650095
"333","gene_id_11","sample5",15,0.157757145730561,33,1,0.104410945650095
"334","gene_id_11","sample6",7,-0.0364822401870076,33,1,0.104410945650095
"335","gene_id_11","sample7",16,0.0225018422526999,33,1,0.104410945650095
"336","gene_id_11","sample8",8,0.351501999547299,33,1,0.104410945650095
"337","gene_id_11","sample9",31,-1.19146923952664,33,1,0.104410945650095
"338","gene_id_11","sample10",7,0.239097195130073,33,1,0.104410945650095
"339","gene_id_11","sample11",9,-0.101576383586133,33,1,0.104410945650095
"340","gene_id_11","sample12",17,-0.239406206115569,33,1,0.104410945650095
"341","gene_id_11","sample13",5,0.0364165158144476,33,1,0.104410945650095
"342","gene_id_11","sample14",10,-0.371136075258161,33,1,0.104410945650095
"343","gene_id_11","sample15",6,-0.303504364478993,33,1,0.104410945650095
"344","gene_id_11","sample16",12,-0.238855287846594,33,1,0.104410945650095
"345","gene_id_11","sample17",11,0.1035166275921,33,1,0.104410945650095
"346","gene_id_11","sample18",7,0.0162071784535102,33,1,0.104410945650095
"347","gene_id_11","sample19",8,-0.096583682791365,33,1,0.104410945650095
"348","gene_id_11","sample20",9,-0.347144042538332,33,1,0.104410945650095
"349","gene_id_11","sample21",7,0.719335896708205,33,1,0.104410945650095
"350","gene_id_11","sample22",5,0.484933949025625,33,1,0.104410945650095
"351","gene_id_11","sample23",10,0.641853215370615,33,1,0.104410945650095
"352","gene_id_11","sample24",13,-0.470337161904167,33,1,0.104410945650095
"353","gene_id_11","sample25",10,0.018953181855542,33,1,0.104410945650095
"354","gene_id_11","sample26",48,0.568451381361279,33,1,0.104410945650095
"355","gene_id_11","sample27",15,0.282348293502523,33,1,0.104410945650095
"356","gene_id_11","sample28",148,0.0775747214058839,33,1,0.104410945650095
"357","gene_id_11","sample29",17,0.210323148916998,33,1,0.104410945650095
"358","gene_id_11","sample30",7,0.350707699042305,33,1,0.104410945650095
"359","gene_id_11","sample31",6,-0.15500238113508,33,1,0.104410945650095
"360","gene_id_11","sample32",5,-0.0540731465847109,33,1,0.104410945650095
"361","gene_id_11","sample33",6,-0.281633185389524,33,1,0.104410945650095
"362","gene_id_12","sample1",8,-0.260830933606884,32,0.97,-0.128960648457905
"363","gene_id_12","sample2",7,0.00805323701875324,32,0.97,-0.128960648457905
"364","gene_id_12","sample3",7,-0.150018340830795,32,0.97,-0.128960648457905
"365","gene_id_12","sample4",6,0.0845792785658317,32,0.97,-0.128960648457905
"366","gene_id_12","sample5",14,0.00063283655069224,32,0.97,-0.128960648457905
"367","gene_id_12","sample6",7,-0.642197804538046,32,0.97,-0.128960648457905
"368","gene_id_12","sample7",16,0.123802367371694,32,0.97,-0.128960648457905
"369","gene_id_12","sample8",8,-0.032124015972283,32,0.97,-0.128960648457905
